3.108643228188157082e-03 5.008278880268335342e-03 3.231429262086749077e-03 3.309634746983647346e-03 3.169776406139135361e-03 3.327105194330215454e-03 3.103928640484809875e-03 4.622585605829954147e-03 3.358726622536778450e-03 2.756229136139154434e-03 2.625371795147657394e-03 2.790383296087384224e-03 2.807496581226587296e-03 2.460632938891649246e-03 2.490308135747909546e-03 2.276381012052297592e-03 3.135963110253214836e-03 2.570964163169264793e-03 2.151836873963475227e-03 2.413266571238636971e-03 2.356118056923151016e-03 2.419511554762721062e-03 2.051529940217733383e-03 2.313587814569473267e-03 2.119896700605750084e-03 2.353455405682325363e-03 1.961559290066361427e-03 2.136704046279191971e-03 1.945485360920429230e-03 2.045607659965753555e-03 1.881645293906331062e-03 1.885045319795608521e-03 1.860898570157587528e-03 1.516027958132326603e-03 1.590709551237523556e-03 1.558303250931203365e-03 1.876720576547086239e-03 1.909354003146290779e-03 1.547933090478181839e-03 1.855764188803732395e-03 1.526596490293741226e-03 1.669384888373315334e-03 1.671138452365994453e-03 1.774116652086377144e-03 1.466467510908842087e-03 1.730575808323919773e-03 1.465543522499501705e-03 1.619808026589453220e-03 1.688380725681781769e-03 2.022396773099899292e-03 1.039815484546124935e-03 1.468864153139293194e-03 1.264172606170177460e-03 1.370331388898193836e-03 1.641527982428669930e-03 1.090521225705742836e-03 1.361248665489256382e-03 1.028323662467300892e-03 7.939939387142658234e-04 8.811621810309588909e-04 1.104144379496574402e-03 8.525400189682841301e-04 1.077883993275463581e-03 1.048775855451822281e-03 1.359540736302733421e-03 9.968148078769445419e-04 7.136090425774455070e-04 1.277811243198812008e-03 8.892245823517441750e-04 7.783084874972701073e-04 9.829486953094601631e-04 9.755113860592246056e-04 7.644693250767886639e-04 7.465278031304478645e-04 1.163425506092607975e-03 1.214710762724280357e-03 1.536707975901663303e-03 1.100593479350209236e-03 7.178749074228107929e-04 9.505230118520557880e-04 7.940392824821174145e-04 9.344561258330941200e-04 8.466517319902777672e-04 7.688362384214997292e-04 1.173938042484223843e-03 4.768334329128265381e-04 1.025136676616966724e-03 8.076754165813326836e-04 1.071495469659566879e-03 9.734614868648350239e-04 9.164774673990905285e-04 6.280808011069893837e-04 6.297786603681743145e-04 7.298981072381138802e-04 6.615676684305071831e-04 6.485778139904141426e-04 1.045626588165760040e-03 1.056976616382598877e-03 3.609153791330754757e-04 5.838451324962079525e-04
3.384314943104982376e-03 2.943919505923986435e-03 3.217935562133789062e-03 2.945424523204565048e-03 2.678480930626392365e-03 2.786288270726799965e-03 2.858671825379133224e-03 2.719546435400843620e-03 2.348908456042408943e-03 2.892964985221624374e-03 2.528247889131307602e-03 2.536648884415626526e-03 2.503638854250311852e-03 2.568695694208145142e-03 2.586464863270521164e-03 2.406835090368986130e-03 2.644329331815242767e-03 2.489357953891158104e-03 2.224743599072098732e-03 2.087232656776905060e-03 2.147625433281064034e-03 1.976947300136089325e-03 2.211496233940124512e-03 2.246570307761430740e-03 2.010297495871782303e-03 2.021304797381162643e-03 1.702370704151690006e-03 1.952802413143217564e-03 1.679373322986066341e-03 2.156374510377645493e-03 1.579947536811232567e-03 1.887794001959264278e-03 1.899717026390135288e-03 1.454703160561621189e-03 1.758087426424026489e-03 1.501618418842554092e-03 1.906003453768789768e-03 1.580149633809924126e-03 1.209220616146922112e-03 1.197281875647604465e-03 1.386845950037240982e-03 1.538790878839790821e-03 1.138995634391903877e-03 1.367349526844918728e-03 1.496361801400780678e-03 1.034825108945369720e-03 4.979561083018779755e-03 1.294471905566751957e-03 1.276435563340783119e-03 1.336250570602715015e-03 9.028125787153840065e-04 1.133776269853115082e-03 1.168992137536406517e-03 1.413707737810909748e-03 1.183340791612863541e-03 9.702569805085659027e-04 1.177746453322470188e-03 9.017973206937313080e-04 7.507891859859228134e-04 1.081643858924508095e-03 1.105807721614837646e-03 1.298264134675264359e-03 8.872697362676262856e-04 8.888570591807365417e-04 1.181547646410763264e-03 9.565815562382340431e-04 8.913160418160259724e-04 1.071757404133677483e-03 8.166270563378930092e-04 9.215270983986556530e-04 7.468273979611694813e-04 7.040560012683272362e-04 6.289307493716478348e-04 8.142205188050866127e-04 1.006633858196437359e-03 7.095505716279149055e-04 6.063695764169096947e-04 9.821075946092605591e-04 4.954374744556844234e-04 1.168650807812809944e-03 7.637082017026841640e-04 8.141325670294463634e-04 9.498944273218512535e-04 4.449108615517616272e-03 1.070463098585605621e-03 4.422744677867740393e-04 6.749939057044684887e-04 7.700454443693161011e-04 6.226395489647984505e-04 6.193050649017095566e-04 1.009841682389378548e-03 4.286732582841068506e-04 8.943091379478573799e-04 3.387897450011223555e-04 5.338304326869547367e-04 5.462534027174115181e-04 8.167594787664711475e-04 6.646157708019018173e-04 6.612272700294852257e-04 9.050889639183878899e-04
2.827775897458195686e-03 2.892015967518091202e-03 2.875602571293711662e-03 2.596094273030757904e-03 2.710469067096710205e-03 2.486900193616747856e-03 2.596345497295260429e-03 2.558395033702254295e-03 2.308605238795280457e-03 2.560384804382920265e-03 2.282324247062206268e-03 2.457804512232542038e-03 2.204946242272853851e-03 2.170197200030088425e-03 2.145901322364807129e-03 2.122166100889444351e-03 2.181648043915629387e-03 1.960398163646459579e-03 1.840523094870150089e-03 1.972578698769211769e-03 2.077424200251698494e-03 1.950636273249983788e-03 1.965183531865477562e-03 1.895874389447271824e-03 1.861797063611447811e-03 1.801338978111743927e-03 1.938038505613803864e-03 1.786176115274429321e-03 1.881387317553162575e-03 1.960091525688767433e-03 1.661377027630805969e-03 1.780634513124823570e-03 1.643060124479234219e-03 1.573753193952143192e-03 1.614100881852209568e-03 1.493045594543218613e-03 1.355902757495641708e-03 1.339669106528162956e-03 1.346332370303571224e-03 1.312191248871386051e-03 1.252852147445082664e-03 1.502281404100358486e-03 1.522767008282244205e-03 1.746898284181952477e-03 4.827689379453659058e-03 1.431106356903910637e-03 7.645575096830725670e-04 1.097337575629353523e-03 1.312717911787331104e-03 1.320674200542271137e-03 9.637541952542960644e-04 9.898210410028696060e-04 9.146676165983080864e-04 1.038554590195417404e-03 1.050106482580304146e-03 9.327535517513751984e-04 6.785902078263461590e-04 7.650389452464878559e-04 1.044450211338698864e-03 1.262053730897605419e-03 1.085787778720259666e-03 9.401043062098324299e-04 1.097867381758987904e-03 8.745837840251624584e-04 9.515114943496882915e-04 1.136600738391280174e-03 9.033284150063991547e-04 1.366357784718275070e-03 5.906758597120642662e-04 8.429187582805752754e-04 5.675024585798382759e-04 7.753233076073229313e-04 8.388417772948741913e-04 4.907490801997482777e-04 8.434878545813262463e-04 4.399538447614759207e-04 4.187414888292551041e-03 1.127550611272454262e-03 5.330145359039306641e-04 8.283039787784218788e-04 7.481437642127275467e-04 6.032066885381937027e-04 1.005964237265288830e-03 6.701726233586668968e-04 5.431986646726727486e-04 4.237128014210611582e-04 4.593374615069478750e-04 8.016191422939300537e-04 7.932491716928780079e-04 4.938512574881315231e-04 7.280856953002512455e-04 3.213941527064889669e-04 4.363915941212326288e-04 2.711582346819341183e-04 8.283795905299484730e-04 5.438820226117968559e-04 1.029342180117964745e-03 5.193044198676943779e-04 5.235889693722128868e-04 5.025318823754787445e-04
2.549008931964635849e-03 2.445757854729890823e-03 2.633358584716916084e-03 2.575096208602190018e-03 2.476718276739120483e-03 2.449880354106426239e-03 3.147305920720100403e-03 2.115129958838224411e-03 2.365949563682079315e-03 2.056157682090997696e-03 2.165200188755989075e-03 2.156292553991079330e-03 2.033745404332876205e-03 2.600831445306539536e-03 2.005142159759998322e-03 2.212469000369310379e-03 2.018997911363840103e-03 1.856227056123316288e-03 1.819345168769359589e-03 1.733897952362895012e-03 2.051441464573144913e-03 1.834094291552901268e-03 1.570625463500618935e-03 1.704158261418342590e-03 1.696721301414072514e-03 1.644161529839038849e-03 1.505282474681735039e-03 1.615489600226283073e-03 1.475302851758897305e-03 1.733485376462340355e-03 1.426151837222278118e-03 1.470859046094119549e-03 1.467834692448377609e-03 1.436862512491643429e-03 1.497357967309653759e-03 1.363252871669828892e-03 1.491032307967543602e-03 1.101626548916101456e-03 1.252994406968355179e-03 1.498201629146933556e-03 1.099839108064770699e-03 1.503221923485398293e-03 1.236047595739364624e-03 1.254476606845855713e-03 1.224333653226494789e-03 9.508812800049781799e-04 8.088200120255351067e-04 8.262714254669845104e-04 7.949508726596832275e-04 1.159615116193890572e-03 1.053827116265892982e-03 1.088387449271976948e-03 7.156128995120525360e-04 1.100722001865506172e-03 8.936134981922805309e-04 7.132577011361718178e-04 8.660090970806777477e-04 5.666386568918824196e-04 8.429900626651942730e-04 6.359225371852517128e-04 8.413079194724559784e-04 7.181846303865313530e-04 7.096142508089542389e-04 8.081872947514057159e-04 8.376623736694455147e-04 7.552091265097260475e-04 7.109543075785040855e-04 1.001455588266253471e-03 5.849599256180226803e-04 1.002793898805975914e-03 5.312770372256636620e-04 6.767899030819535255e-04 5.135122919455170631e-04 5.882366094738245010e-04 7.095688488334417343e-04 6.515733548440039158e-04 9.015167015604674816e-04 4.330732044763863087e-04 4.510461003519594669e-04 4.837765300180763006e-04 7.621398544870316982e-04 5.583951133303344250e-04 9.550332324579358101e-04 6.501898169517517090e-04 4.783553595189005136e-04 4.355520068202167749e-04 6.771796615794301033e-04 9.657627670094370842e-04 4.171558539383113384e-04 1.740107545629143715e-04 5.350398714654147625e-04 5.667911609634757042e-04 7.051292923279106617e-04 4.286101902835071087e-04 8.403964457102119923e-04 6.372289499267935753e-04 3.418487613089382648e-04 3.689927398227155209e-04 8.452157489955425262e-04 9.375024819746613503e-04
2.427479485049843788e-03 2.391982823610305786e-03 2.363414969295263290e-03 2.380638848990201950e-03 2.287486102432012558e-03 2.298068953678011894e-03 2.198797417804598808e-03 2.120100660249590874e-03 2.348992275074124336e-03 2.031686250120401382e-03 2.172303618863224983e-03 2.081394661217927933e-03 1.955507323145866394e-03 1.841657795011997223e-03 1.930604106746613979e-03 1.824947772547602654e-03 2.061475766822695732e-03 1.773362280800938606e-03 1.935149193741381168e-03 1.796635449863970280e-03 1.594435656443238258e-03 1.675499603152275085e-03 1.821219222620129585e-03 1.728235743939876556e-03 1.761726103723049164e-03 1.397505868226289749e-03 1.613093772903084755e-03 1.411384204402565956e-03 1.424895366653800011e-03 1.671545440331101418e-03 1.419006614014506340e-03 1.323910662904381752e-03 1.302070799283683300e-03 1.415827893652021885e-03 1.248419983312487602e-03 1.215289579704403877e-03 1.177842728793621063e-03 9.684063261374831200e-04 1.094722189009189606e-03 1.060715410858392715e-03 1.109849545173346996e-03 9.421892464160919189e-04 1.232564216479659081e-03 1.077502383850514889e-03 9.384924778714776039e-04 1.074213767424225807e-03 9.478488937020301819e-04 9.009507484734058380e-04 8.030410972423851490e-04 8.536454988643527031e-04 1.041689538396894932e-03 6.094281561672687531e-04 1.048203208483755589e-03 9.857087861746549606e-04 4.489212296903133392e-04 1.136892591603100300e-03 1.032532774843275547e-03 6.894451798871159554e-04 5.838808137923479080e-04 4.363488405942916870e-04 6.772262277081608772e-04 6.743185222148895264e-04 8.869933080859482288e-04 8.696009172126650810e-04 1.353577477857470512e-03 5.274064023979008198e-04 6.474624969996511936e-04 1.118769636377692223e-03 6.318575469776988029e-04 6.868034834042191505e-04 6.827448960393667221e-04 6.047650240361690521e-04 9.099949384108185768e-04 6.422220612876117229e-04 7.364776101894676685e-04 5.902929115109145641e-04 4.515963082667440176e-04 4.233581479638814926e-03 7.879901677370071411e-04 8.122196304611861706e-04 4.994084592908620834e-04 5.201003514230251312e-04 5.650044186040759087e-04 2.647497167345136404e-04 8.289964753203094006e-04 4.606519942171871662e-04 4.952489980496466160e-04 6.127260858193039894e-04 5.990794743411242962e-04 3.165106172673404217e-04 3.688375873025506735e-04 6.005322793498635292e-04 2.907414454966783524e-04 8.094139629974961281e-04 6.551699480041861534e-04 3.062154282815754414e-04 5.182228633202612400e-04 6.943057524040341377e-04 4.937879857607185841e-04 3.439215361140668392e-04
2.068923320621252060e-03 2.256950596347451210e-03 3.160268068313598633e-03 2.245993819087743759e-03 2.058388432487845421e-03 2.249826444312930107e-03 2.082059858366847038e-03 2.026712987571954727e-03 2.111059380695223808e-03 1.857855357229709625e-03 1.925876131281256676e-03 1.967061543837189674e-03 1.747997826896607876e-03 1.975779887288808823e-03 1.808321801945567131e-03 1.609842060133814812e-03 1.891539664939045906e-03 1.652018749155104160e-03 1.715345075353980064e-03 1.620898954570293427e-03 1.648563542403280735e-03 1.699342043139040470e-03 1.608672551810741425e-03 1.498553203418850899e-03 1.482513500377535820e-03 1.464026281610131264e-03 1.586974831297993660e-03 1.373051549308001995e-03 1.357857370749115944e-03 1.325304969213902950e-03 1.168695162050426006e-03 1.259628450497984886e-03 1.106936135329306126e-03 1.423663925379514694e-03 1.138778636232018471e-03 1.101404661312699318e-03 1.202877261675894260e-03 1.002417528070509434e-03 9.206956019625067711e-04 1.372777158394455910e-03 8.847707649692893028e-04 9.501692838966846466e-04 1.029988867230713367e-03 1.391710131429135799e-03 9.606309467926621437e-04 1.031339867040514946e-03 9.333511698059737682e-04 5.789285060018301010e-04 7.381248869933187962e-04 9.137849556282162666e-04 8.199969306588172913e-04 8.923200657591223717e-04 6.312683690339326859e-04 9.288043947890400887e-04 9.418103145435452461e-04 1.047399593517184258e-03 6.911036325618624687e-04 6.656820187345147133e-04 7.340580341406166553e-04 4.686513566412031651e-04 7.884825463406741619e-04 5.776862963102757931e-04 6.231750594452023506e-04 6.821095594204962254e-04 6.437158444896340370e-04 5.394004401750862598e-04 4.852826241403818130e-04 5.183268222026526928e-04 6.772360648028552532e-04 5.138050764799118042e-04 5.971550126560032368e-04 7.571439491584897041e-04 6.151981651782989502e-04 5.398744833655655384e-04 6.130800466053187847e-04 6.021858425810933113e-04 3.347660531289875507e-04 5.251798429526388645e-04 4.991134628653526306e-04 5.967781762592494488e-04 3.495169512461870909e-04 5.356028559617698193e-04 6.883363821543753147e-04 3.727526927832514048e-04 4.577317158691585064e-04 4.908546688966453075e-04 3.561807970982044935e-04 4.689119814429432154e-04 3.605532983783632517e-04 4.559090302791446447e-04 3.045712073799222708e-04 5.114348605275154114e-04 3.196478064637631178e-04 3.758796374313533306e-04 2.795596956275403500e-04 4.096577875316143036e-03 5.273961578495800495e-04 6.953302654437720776e-04 3.894083492923527956e-04 1.648285833653062582e-04
2.081997226923704147e-03 2.182673430070281029e-03 2.030988456681370735e-03 1.947904005646705627e-03 1.979383174329996109e-03 2.146433806046843529e-03 1.880510360933840275e-03 1.897719455882906914e-03 1.889655715785920620e-03 1.741620944812893867e-03 2.852289471775293350e-03 1.844465499743819237e-03 1.711603254079818726e-03 1.693233614787459373e-03 1.693329191766679287e-03 1.785031519830226898e-03 1.761141931638121605e-03 1.718215993605554104e-03 1.498103374615311623e-03 1.660750829614698887e-03 1.646424643695354462e-03 1.493308460339903831e-03 1.409407588653266430e-03 1.650895923376083374e-03 1.532453345134854317e-03 1.563502824865281582e-03 1.437414204701781273e-03 1.339056063443422318e-03 1.275015878491103649e-03 1.095888903364539146e-03 1.191478455439209938e-03 1.579781644977629185e-03 1.235692529007792473e-03 1.053987536579370499e-03 1.150802941992878914e-03 4.659005440771579742e-03 1.138939172960817814e-03 8.567698532715439796e-04 1.077852328307926655e-03 9.184491937048733234e-04 9.806801099330186844e-04 1.065191579982638359e-03 8.471671608276665211e-04 8.578557753935456276e-04 9.701857343316078186e-04 7.565670530311763287e-04 7.768826908431947231e-04 6.236542831175029278e-04 8.760744822211563587e-04 6.925580091774463654e-04 6.383297150023281574e-04 7.995275664143264294e-04 6.425877800211310387e-04 1.091279671527445316e-03 6.891777156852185726e-04 6.508538499474525452e-04 4.875821177847683430e-04 6.836787797510623932e-04 5.509215407073497772e-04 7.025824161246418953e-04 6.107415538281202316e-04 7.804959896020591259e-04 5.838830256834626198e-04 6.119955214671790600e-04 4.624419379979372025e-04 7.154893828555941582e-04 5.331749562174081802e-04 5.051155458204448223e-04 8.002790855243802071e-04 7.204857538454234600e-04 5.642003961838781834e-04 5.524388980120420456e-04 4.981396486982703209e-04 5.586193874478340149e-04 5.706048686988651752e-04 4.323741013649851084e-04 6.080639432184398174e-04 3.294285270385444164e-04 5.005690618418157101e-04 5.366496043279767036e-04 4.053778829984366894e-04 3.608629340305924416e-04 3.161951899528503418e-04 3.490492235869169235e-04 3.333848144393414259e-04 4.520459915511310101e-04 2.711552369873970747e-04 5.690533434972167015e-04 2.171141095459461212e-04 4.531398299150168896e-04 3.247905406169593334e-04 3.350445767864584923e-04 3.491585084702819586e-04 5.988218472339212894e-04 2.883267006836831570e-04 4.449897387530654669e-04 4.681187565438449383e-04 2.633957483340054750e-04 2.413101901765912771e-04 3.392615471966564655e-04
1.840750686824321747e-03 1.860007061623036861e-03 1.832029549404978752e-03 1.846563769504427910e-03 1.812439411878585815e-03 1.781562110409140587e-03 1.848800689913332462e-03 1.778025762178003788e-03 1.887963153421878815e-03 1.812504022382199764e-03 1.643192255869507790e-03 1.579942181706428528e-03 1.595436013303697109e-03 1.958454959094524384e-03 1.461431966163218021e-03 1.654883148148655891e-03 1.998116960749030113e-03 1.923458650708198547e-03 1.511869253590703011e-03 1.399487257003784180e-03 1.418280182406306267e-03 1.313298242166638374e-03 1.454384298995137215e-03 1.514001633040606976e-03 1.385184703394770622e-03 1.339184585958719254e-03 1.359439687803387642e-03 1.359014073386788368e-03 1.133494428358972073e-03 1.191369723528623581e-03 1.029790146276354790e-03 1.266261562705039978e-03 9.681129595264792442e-04 1.036159112118184566e-03 1.066791592165827751e-03 1.259504351764917374e-03 1.167761511169373989e-03 7.459496846422553062e-04 7.131256279535591602e-04 1.112248399294912815e-03 1.121997134760022163e-03 8.610939839854836464e-04 8.560809073969721794e-04 8.395600016228854656e-04 8.229708182625472546e-04 9.898020653054118156e-04 5.806796252727508545e-04 8.136276155710220337e-04 9.134204010479152203e-04 6.647665286436676979e-04 7.069058483466506004e-04 5.757560138590633869e-04 6.533163832500576973e-04 4.361388855613768101e-04 6.337907980196177959e-04 6.428117048926651478e-04 4.762062744703143835e-04 6.577610038220882416e-04 4.810894315596669912e-04 6.772327469661831856e-04 8.074847864918410778e-04 7.008404936641454697e-04 6.674809847027063370e-04 5.777907790616154671e-04 4.718028940260410309e-04 3.013135283254086971e-04 7.118920912034809589e-04 2.149858773918822408e-04 5.033377674408257008e-04 6.457765703089535236e-04 5.606009508483111858e-04 6.512502441182732582e-04 5.418368964456021786e-04 3.594508161768317223e-04 1.495968754170462489e-04 5.836668424308300018e-04 3.879790019709616899e-04 4.654932417906820774e-04 3.869227075483649969e-04 2.056314115179702640e-04 5.063894204795360565e-04 1.104885377571918070e-04 6.496463902294635773e-04 2.363738312851637602e-04 2.542651200201362371e-04 2.868745068553835154e-04 4.560254164971411228e-04 4.423548525664955378e-04 2.856315695680677891e-04 4.250625206623226404e-04 3.038390423171222210e-04 3.204451058991253376e-04 1.922169758472591639e-04 1.352422841591760516e-04 4.411911068018525839e-04 3.653916646726429462e-04 2.254091377835720778e-04 2.949566696770489216e-04 3.357371024321764708e-04 3.524179919622838497e-04
1.929033896885812283e-03 1.802602200768887997e-03 1.835327013395726681e-03 1.804610015824437141e-03 3.316879970952868462e-03 1.666832715272903442e-03 1.669016666710376740e-03 1.669250079430639744e-03 1.722307177260518074e-03 1.592003391124308109e-03 1.591391861438751221e-03 2.173798391595482826e-03 1.613759435713291168e-03 1.478599151596426964e-03 1.557559589855372906e-03 1.566404243931174278e-03 1.506040920503437519e-03 1.439973362721502781e-03 1.444372697733342648e-03 1.309397048316895962e-03 1.318051363341510296e-03 1.436778227798640728e-03 1.323407050222158432e-03 1.294867135584354401e-03 1.264026155695319176e-03 1.251020701602101326e-03 1.090783975087106228e-03 1.101770205423235893e-03 1.089950208552181721e-03 1.236237818375229836e-03 1.143436878919601440e-03 1.117113279178738594e-03 9.290420566685497761e-04 8.461048710159957409e-04 1.214704359881579876e-03 1.088219345547258854e-03 8.867931319400668144e-04 9.728110162541270256e-04 7.473519654013216496e-04 1.013635308481752872e-03 1.000254298560321331e-03 9.574717842042446136e-04 8.241113391704857349e-04 6.175398593768477440e-04 6.899322615936398506e-04 5.999421118758618832e-04 8.396019111387431622e-04 8.279805770143866539e-04 4.871955607086420059e-04 5.485839792527258396e-04 6.650970317423343658e-04 7.792523247189819813e-04 5.627947975881397724e-04 4.731235094368457794e-04 5.883590201847255230e-04 5.474323988892138004e-04 4.906325484625995159e-04 5.028480081818997860e-04 3.730710595846176147e-04 5.069032195024192333e-04 5.786237888969480991e-04 4.379969614092260599e-04 4.872247227467596531e-04 4.005465598311275244e-04 4.488644772209227085e-04 3.687708231154829264e-04 3.256873751524835825e-04 4.234908556099981070e-04 5.611299420706927776e-04 2.702448982745409012e-04 2.196253772126510739e-04 4.464359080884605646e-04 3.367364988662302494e-04 4.153107292950153351e-04 3.516462165862321854e-04 3.629075363278388977e-04 3.211649018339812756e-04 4.113248432986438274e-04 4.170940665062516928e-04 3.077434957958757877e-04 2.675056748557835817e-04 3.467586066108196974e-04 2.292131539434194565e-04 2.432410401524975896e-04 3.353877109475433826e-04 5.812122835777699947e-04 4.886866663582623005e-04 4.809208330698311329e-04 3.313496126793324947e-04 2.123515587300062180e-04 6.001282017678022385e-04 3.523021878208965063e-04 3.007107588928192854e-04 3.023897879756987095e-04 5.669569363817572594e-04 9.220609354088082910e-05 3.574347065296024084e-04 3.604915400501340628e-04 3.422714362386614084e-04 1.944298710441216826e-04
1.683463109657168388e-03 1.730445423163473606e-03 1.690637320280075073e-03 1.622348092496395111e-03 1.739521743729710579e-03 1.676920102909207344e-03 1.560511766001582146e-03 1.646916964091360569e-03 1.460688305087387562e-03 1.552627771161496639e-03 1.530240522697567940e-03 1.415263628587126732e-03 1.462106127291917801e-03 1.372596132569015026e-03 1.426771050319075584e-03 1.451619435101747513e-03 1.433968660421669483e-03 1.404796494171023369e-03 1.175905228592455387e-03 1.220551552250981331e-03 1.316511305049061775e-03 1.253589056432247162e-03 1.222648075781762600e-03 1.034369459375739098e-03 1.156667829491198063e-03 1.202628598548471928e-03 1.075908425264060497e-03 1.060046837665140629e-03 1.164233661256730556e-03 9.404415031895041466e-04 1.085423980839550495e-03 1.169380033388733864e-03 1.109566772356629372e-03 9.329380700364708900e-04 8.076036465354263783e-04 8.606998017057776451e-04 9.602465433999896049e-04 7.772162789478898048e-04 6.647013360634446144e-04 9.393168729729950428e-04 9.741893154568970203e-04 8.238189038820564747e-04 8.403392275795340538e-04 7.010449189692735672e-04 7.726469775661826134e-04 5.128671182319521904e-04 7.493913872167468071e-04 7.408091914840042591e-04 7.869299734011292458e-04 4.624786670319736004e-04 5.042367847636342049e-04 8.916801889427006245e-04 4.915503086522221565e-04 7.023279322311282158e-04 6.518060108646750450e-04 5.700843757949769497e-04 4.753548128064721823e-04 5.102335708215832710e-04 4.306600312702357769e-04 5.229238886386156082e-04 4.709554486908018589e-04 4.352949908934533596e-04 4.220888367854058743e-04 2.491520135663449764e-04 2.546535979490727186e-04 2.739319170359522104e-04 3.963008639402687550e-04 5.071241175755858421e-04 4.763858451042324305e-04 4.108186694793403149e-04 2.874817873816937208e-04 5.893341731280088425e-04 4.913202137686312199e-04 4.879709449596703053e-04 3.886493504978716373e-04 4.437463358044624329e-04 4.405334475450217724e-04 2.581454464234411716e-04 5.417256616055965424e-04 3.584883525036275387e-04 2.912727941293269396e-04 4.614977515302598476e-04 1.910401770146563649e-04 3.026450576726347208e-04 3.689168661367148161e-04 4.337714053690433502e-04 2.275902952533215284e-04 3.879587166011333466e-04 3.921416646335273981e-04 1.997442013816908002e-04 2.416574570816010237e-04 1.962392998393625021e-04 1.279486023122444749e-04 3.258026263210922480e-04 2.001679677050560713e-04 3.546395455487072468e-04 1.090832374757155776e-04 2.051831397693604231e-04 3.413665690459311008e-04 2.363330713706091046e-04
